"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.876575554E1,-8.434699476E-2,1.256231815E-1,9.810572624E0,9.811739439E0
1.876821903E1,-8.434699476E-2,1.304088384E-1,9.801001549E0,9.802232003E0
1.877068252E1,-8.913264424E-2,1.304088384E-1,9.786644936E0,9.787919605E0
1.877314606E1,-9.870393574E-2,1.304088384E-1,9.781859398E0,9.783226575E0
1.877560955E1,-9.391828626E-2,1.208375469E-1,9.805787086E0,9.806981327E0
1.877807304E1,-9.870393574E-2,1.399801224E-1,9.801001549E0,9.802498062E0
1.878053653E1,-1.034895778E-1,1.304088384E-1,9.801001549E0,9.802415412E0
1.878300002E1,-9.391828626E-2,1.208375469E-1,9.796216011E0,9.797411418E0
1.878546351E1,-7.956135273E-2,1.256231815E-1,9.801001549E0,9.802129491E0
1.878792705E1,-8.913264424E-2,1.256231815E-1,9.791430473E0,9.792641958E0
1.879039054E1,-1.034895778E-1,1.399801224E-1,9.796216011E0,9.797762636E0
1.879285403E1,-9.870393574E-2,1.351944804E-1,9.810572624E0,9.812000572E0
1.879531752E1,-8.913264424E-2,1.256231815E-1,9.801001549E0,9.802211851E0
1.879778101E1,-9.870393574E-2,1.351944804E-1,9.805787086E0,9.807215731E0
1.880024455E1,-9.870393574E-2,1.208375469E-1,9.781859398E0,9.783103672E0
1.880270804E1,-8.434699476E-2,1.304088384E-1,9.786644936E0,9.787877195E0
1.880517153E1,-9.870393574E-2,1.208375469E-1,9.796216011E0,9.797458462E0
1.880763502E1,-9.870393574E-2,1.399801224E-1,9.801001549E0,9.802498062E0
1.881009851E1,-9.870393574E-2,1.256231815E-1,9.796216011E0,9.797518655E0
1.881256200E1,-9.391828626E-2,1.208375469E-1,9.796216011E0,9.797411418E0
1.881502554E1,-9.870393574E-2,1.304088384E-1,9.805787086E0,9.807150928E0
1.881748903E1,-8.913264424E-2,1.304088384E-1,9.801001549E0,9.802274351E0
1.881995252E1,-9.870393574E-2,1.208375469E-1,9.805787086E0,9.807028325E0
1.882241601E1,-8.913264424E-2,1.351944804E-1,9.786644936E0,9.787984536E0
1.882487950E1,-7.956135273E-2,1.304088384E-1,9.801001549E0,9.802191991E0
1.882734298E1,-8.434699476E-2,1.208375469E-1,9.781859398E0,9.782969355E0
1.882980653E1,-7.956135273E-2,1.304088384E-1,9.791430473E0,9.792622079E0
1.883227002E1,-9.391828626E-2,1.399801224E-1,9.777072906E0,9.778525947E0
1.883473351E1,-7.477571070E-2,1.351944804E-1,9.801001549E0,9.802219152E0
1.883719700E1,-8.913264424E-2,1.208375469E-1,9.810572624E0,9.811721641E0
1.883966048E1,-7.477571070E-2,1.399801224E-1,9.796216011E0,9.797501415E0
1.884212397E1,-8.913264424E-2,1.256231815E-1,9.801001549E0,9.802211851E0
1.884458752E1,-7.956135273E-2,1.351944804E-1,9.791430473E0,9.792686979E0
1.884705101E1,-9.870393574E-2,1.399801224E-1,9.801001549E0,9.802498062E0
1.884951450E1,-9.870393574E-2,1.351944804E-1,9.791430473E0,9.792861213E0
1.885197798E1,-9.391828626E-2,1.208375469E-1,9.796216011E0,9.797411418E0
1.885444147E1,-8.913264424E-2,1.064806059E-1,9.796216011E0,9.797200155E0
1.885690502E1,-9.870393574E-2,1.256231815E-1,9.796216011E0,9.797518655E0
1.885936851E1,-8.434699476E-2,1.256231815E-1,9.815358162E0,9.816524408E0
1.886183200E1,-9.391828626E-2,1.208375469E-1,9.801001549E0,9.802196372E0
1.886429548E1,-8.913264424E-2,1.304088384E-1,9.796216011E0,9.797489435E0
1.886675897E1,-9.870393574E-2,1.399801224E-1,9.801001549E0,9.802498062E0
1.886922246E1,-8.434699476E-2,1.304088384E-1,9.796216011E0,9.797447066E0
1.887168601E1,-8.913264424E-2,1.256231815E-1,9.791430473E0,9.792641958E0
1.887414950E1,-1.034895778E-1,1.304088384E-1,9.791430473E0,9.792845719E0
1.887661298E1,-8.913264424E-2,1.351944804E-1,9.801001549E0,9.802339187E0
1.887907647E1,-8.913264424E-2,1.256231815E-1,9.801001549E0,9.802211851E0
1.888153996E1,-9.870393574E-2,1.399801224E-1,9.796216011E0,9.797713255E0
1.888400345E1,-7.956135273E-2,1.160518974E-1,9.801001549E0,9.802011498E0
1.888646700E1,-8.913264424E-2,1.399801224E-1,9.801001549E0,9.802406359E0
1.888893048E1,-9.391828626E-2,1.208375469E-1,9.786644936E0,9.787841511E0
1.889139397E1,-8.913264424E-2,1.304088384E-1,9.781859398E0,9.783134691E0
1.889385746E1,-8.913264424E-2,1.304088384E-1,9.796216011E0,9.797489435E0
1.889632095E1,-1.082752272E-1,1.304088384E-1,9.796216011E0,9.797682283E0
1.889878444E1,-8.913264424E-2,1.256231815E-1,9.805787086E0,9.806996798E0
1.890124798E1,-9.870393574E-2,1.160518974E-1,9.810572624E0,9.811755486E0
1.890371147E1,-9.391828626E-2,1.304088384E-1,9.796216011E0,9.797534141E0
1.890617496E1,-8.913264424E-2,1.160518974E-1,9.796216011E0,9.797308855E0
1.890863845E1,-8.913264424E-2,1.256231815E-1,9.815358162E0,9.816566694E0
1.891110194E1,-8.434699476E-2,1.399801224E-1,9.796216011E0,9.797579139E0
1.891356543E1,-8.913264424E-2,1.304088384E-1,9.786644936E0,9.787919605E0
1.891602897E1,-1.034895778E-1,1.351944804E-1,9.796216011E0,9.797695432E0
1.891849246E1,-8.434699476E-2,1.256231815E-1,9.796216011E0,9.797384535E0
1.892095595E1,-9.391828626E-2,1.304088384E-1,9.805787086E0,9.807103930E0
1.892341944E1,-1.082752272E-1,1.208375469E-1,9.796216011E0,9.797559562E0
1.892588293E1,-9.870393574E-2,1.351944804E-1,9.791430473E0,9.792861213E0
1.892834647E1,-8.434699476E-2,1.304088384E-1,9.801001549E0,9.802232003E0
1.893080996E1,-8.913264424E-2,1.399801224E-1,9.796216011E0,9.797621507E0
1.893327345E1,-9.391828626E-2,1.399801224E-1,9.801001549E0,9.802451042E0
1.893573694E1,-1.034895778E-1,1.208375469E-1,9.801001549E0,9.802292750E0
1.893820043E1,-8.913264424E-2,1.304088384E-1,9.796216011E0,9.797489435E0
1.894066392E1,-8.913264424E-2,1.208375469E-1,9.810572624E0,9.811721641E0
1.894312746E1,-7.956135273E-2,1.064806059E-1,9.796216011E0,9.797117753E0
1.894559095E1,-9.391828626E-2,1.256231815E-1,9.791430473E0,9.792686687E0
1.894805444E1,-8.913264424E-2,1.351944804E-1,9.805787086E0,9.807124072E0
1.895051793E1,-9.391828626E-2,1.304088384E-1,9.791430473E0,9.792749247E0
1.895298142E1,-9.391828626E-2,1.399801224E-1,9.801001549E0,9.802451042E0
1.895544491E1,-1.034895778E-1,1.351944804E-1,9.796216011E0,9.797695432E0
1.895790845E1,-1.178465188E-1,1.345962733E-1,9.801001549E0,9.802634101E0
1.896037194E1,-9.391828626E-2,1.160518974E-1,9.796216011E0,9.797353562E0
1.896283543E1,-8.434699476E-2,1.399801224E-1,9.801001549E0,9.802364011E0
1.896529892E1,-8.434699476E-2,1.256231815E-1,9.801001549E0,9.802169503E0
1.896776241E1,-7.956135273E-2,1.256231815E-1,9.791430473E0,9.792559518E0
1.897022590E1,-8.913264424E-2,1.304088384E-1,9.801001549E0,9.802274351E0
1.897268944E1,-8.913264424E-2,1.208375469E-1,9.796216011E0,9.797366711E0
1.897515293E1,-8.913264424E-2,1.304088384E-1,9.801001549E0,9.802274351E0
1.897761642E1,-9.391828626E-2,1.351944804E-1,9.801001549E0,9.802383871E0
1.898007991E1,-8.434699476E-2,1.304088384E-1,9.796216011E0,9.797447066E0
1.898254340E1,-7.956135273E-2,1.304088384E-1,9.796216011E0,9.797407035E0
1.898500694E1,-9.391828626E-2,1.304088384E-1,9.801001549E0,9.802319035E0
1.898747043E1,-7.956135273E-2,1.304088384E-1,9.810572624E0,9.811761905E0
1.898993392E1,-9.391828626E-2,1.256231815E-1,9.801001549E0,9.802256535E0
1.899239741E1,-9.391828626E-2,1.256231815E-1,9.796216011E0,9.797471611E0
1.899486090E1,-8.434699476E-2,1.351944804E-1,9.791430473E0,9.792727030E0
1.899732439E1,-7.956135273E-2,1.304088384E-1,9.801001549E0,9.802191991E0
1.899978793E1,-9.391828626E-2,1.304088384E-1,9.815358162E0,9.816673722E0
1.900225142E1,-9.870393574E-2,1.351944804E-1,9.801001549E0,9.802430891E0
1.900471491E1,-8.913264424E-2,1.351944804E-1,9.786644936E0,9.787984536E0
1.900717840E1,-9.870393574E-2,1.208375469E-1,9.796216011E0,9.797458462E0
1.900964189E1,-9.391828626E-2,1.501496136E-1,9.791430473E0,9.793032026E0
1.901210538E1,-8.434699476E-2,1.256231815E-1,9.801001549E0,9.802169503E0
1.901456892E1,-8.913264424E-2,1.208375469E-1,9.781859398E0,9.783011787E0
1.901703241E1,-7.477571070E-2,1.304088384E-1,9.801001549E0,9.802154316E0
1.901949590E1,-9.391828626E-2,1.208375469E-1,9.801001549E0,9.802196372E0
1.902195939E1,-9.391828626E-2,1.304088384E-1,9.786644936E0,9.787964355E0
1.902442288E1,-9.870393574E-2,1.064806059E-1,9.801001549E0,9.802076920E0
1.902688637E1,-9.870393574E-2,1.208375469E-1,9.801001549E0,9.802243393E0
1.902934991E1,-9.391828626E-2,1.256231815E-1,9.791430473E0,9.792686687E0
1.903181340E1,-9.391828626E-2,1.304088384E-1,9.791430473E0,9.792749247E0
1.903427689E1,-8.434699476E-2,1.304088384E-1,9.796216011E0,9.797447066E0
1.903674038E1,-7.956135273E-2,1.453639716E-1,9.786644936E0,9.788047803E0
1.903920387E1,-9.870393574E-2,1.256231815E-1,9.801001549E0,9.802303556E0
1.904166741E1,-9.391828626E-2,1.304088384E-1,9.796216011E0,9.797534141E0
1.904413090E1,-8.913264424E-2,1.351944804E-1,9.801001549E0,9.802339187E0
1.904659439E1,-7.956135273E-2,1.351944804E-1,9.801001549E0,9.802256828E0
1.904905788E1,-8.434699476E-2,1.351944804E-1,9.796216011E0,9.797511934E0
1.905152137E1,-8.913264424E-2,1.304088384E-1,9.801001549E0,9.802274351E0
1.905398486E1,-8.913264424E-2,1.399801224E-1,9.791430473E0,9.792836656E0
1.905644835E1,-9.870393574E-2,1.256231815E-1,9.791430473E0,9.792733753E0
1.905891189E1,-9.391828626E-2,1.112662554E-1,9.786644936E0,9.787728026E0
1.906137538E1,-7.956135273E-2,1.399801224E-1,9.810572624E0,9.811893786E0
1.906383887E1,-1.034895778E-1,1.453639716E-1,9.810572624E0,9.812195269E0
1.906630236E1,-9.391828626E-2,1.256231815E-1,9.801001549E0,9.802256535E0
1.906876585E1,-8.434699476E-2,1.304088384E-1,9.791430473E0,9.792662130E0
1.907122939E1,-7.956135273E-2,1.304088384E-1,9.796216011E0,9.797407035E0
1.907369288E1,-8.913264424E-2,1.304088384E-1,9.796216011E0,9.797489435E0
1.907615637E1,-8.434699476E-2,1.351944804E-1,9.791430473E0,9.792727030E0
1.907861986E1,-1.034895778E-1,1.304088384E-1,9.786644936E0,9.788060873E0
1.908108335E1,-8.434699476E-2,1.256231815E-1,9.801001549E0,9.802169503E0
1.908354684E1,-9.391828626E-2,1.351944804E-1,9.820143700E0,9.821523328E0
1.908601038E1,-9.391828626E-2,1.256231815E-1,9.791430473E0,9.792686687E0
1.908847387E1,-8.434699476E-2,1.304088384E-1,9.791430473E0,9.792662130E0
1.909093736E1,-8.913264424E-2,1.160518974E-1,9.801001549E0,9.802093859E0
1.909340085E1,-8.913264424E-2,1.112662554E-1,9.791430473E0,9.792468306E0
1.909586434E1,-9.870393574E-2,1.256231815E-1,9.796216011E0,9.797518655E0
1.909832783E1,-8.913264424E-2,1.304088384E-1,9.801001549E0,9.802274351E0
1.910079137E1,-8.913264424E-2,1.256231815E-1,9.810572624E0,9.811781746E0
1.910325486E1,-9.391828626E-2,1.256231815E-1,9.805787086E0,9.807041461E0
1.910571835E1,-9.391828626E-2,1.304088384E-1,9.801001549E0,9.802319035E0
1.910818184E1,-9.870393574E-2,1.399801224E-1,9.810572624E0,9.812067678E0
1.911064533E1,-9.391828626E-2,1.399801224E-1,9.801001549E0,9.802451042E0
1.911310887E1,-8.434699476E-2,1.304088384E-1,9.791430473E0,9.792662130E0
1.911557236E1,-7.956135273E-2,1.351944804E-1,9.791430473E0,9.792686979E0
1.911803585E1,-9.391828626E-2,1.256231815E-1,9.786644936E0,9.787901763E0
1.912049934E1,-9.391828626E-2,1.208375469E-1,9.791430473E0,9.792626464E0
1.912296283E1,-8.913264424E-2,1.304088384E-1,9.805787086E0,9.807059268E0
1.912542632E1,-1.034895778E-1,1.399801224E-1,9.796216011E0,9.797762636E0
1.912788981E1,-9.391828626E-2,1.256231815E-1,9.801001549E0,9.802256535E0
1.913035330E1,-8.913264424E-2,1.501496136E-1,9.801001549E0,9.802556855E0
1.913281684E1,-9.870393574E-2,1.399801224E-1,9.796216011E0,9.797713255E0
1.913528033E1,-9.391828626E-2,1.351944804E-1,9.801001549E0,9.802383871E0
1.913774382E1,-9.391828626E-2,1.399801224E-1,9.801001549E0,9.802451042E0
1.914020731E1,-8.913264424E-2,1.304088384E-1,9.810572624E0,9.811844185E0
1.914267080E1,-9.391828626E-2,1.304088384E-1,9.805787086E0,9.807103930E0
1.914513434E1,-1.082752272E-1,1.304088384E-1,9.801001549E0,9.802467105E0
1.914759783E1,-9.870393574E-2,1.208375469E-1,9.786644936E0,9.787888601E0
1.915006132E1,-9.870393574E-2,1.304088384E-1,9.781859398E0,9.783226575E0
1.915252481E1,-8.913264424E-2,1.351944804E-1,9.786644936E0,9.787984536E0
1.915498830E1,-8.913264424E-2,1.208375469E-1,9.801001549E0,9.802151687E0
1.915745179E1,-8.434699476E-2,1.304088384E-1,9.810572624E0,9.811801878E0
1.915991533E1,-9.391828626E-2,1.351944804E-1,9.801001549E0,9.802383871E0
1.916237882E1,-8.913264424E-2,1.304088384E-1,9.796216011E0,9.797489435E0
1.916484231E1,-1.034895778E-1,1.304088384E-1,9.801001549E0,9.802415412E0
1.916730580E1,-8.434699476E-2,1.304088384E-1,9.796216011E0,9.797447066E0
1.916976929E1,-8.913264424E-2,1.256231815E-1,9.796216011E0,9.797426904E0
1.917223278E1,-8.434699476E-2,1.256231815E-1,9.781859398E0,9.783029637E0
1.917469632E1,-8.913264424E-2,1.256231815E-1,9.801001549E0,9.802211851E0
1.917715981E1,-8.434699476E-2,1.160518974E-1,9.805787086E0,9.806836536E0
1.917962330E1,-8.434699476E-2,1.160518974E-1,9.796216011E0,9.797266486E0
1.918208679E1,-7.956135273E-2,1.304088384E-1,9.801001549E0,9.802191991E0
1.918455028E1,-9.391828626E-2,1.304088384E-1,9.786644936E0,9.787964355E0
1.918701382E1,-8.434699476E-2,1.256231815E-1,9.805787086E0,9.806954470E0
1.918947731E1,-9.870393574E-2,1.351944804E-1,9.796216011E0,9.797646051E0
1.919194080E1,-1.034895778E-1,1.304088384E-1,9.805787086E0,9.807200260E0
1.919440429E1,-9.870393574E-2,1.399801224E-1,9.791430473E0,9.792928449E0
1.919686778E1,-8.434699476E-2,1.351944804E-1,9.801001549E0,9.802296839E0
1.919933127E1,-7.956135273E-2,1.304088384E-1,9.805787086E0,9.806976948E0
1.920179481E1,-9.391828626E-2,1.351944804E-1,9.791430473E0,9.792814146E0
1.920425830E1,-8.434699476E-2,1.208375469E-1,9.781859398E0,9.782969355E0
1.920672179E1,-1.082752272E-1,1.304088384E-1,9.781859398E0,9.783327822E0
1.920918528E1,-9.870393574E-2,1.256231815E-1,9.786644936E0,9.787948853E0
1.921164877E1,-8.434699476E-2,1.304088384E-1,9.801001549E0,9.802232003E0
1.921411226E1,-8.913264424E-2,1.208375469E-1,9.796216011E0,9.797366711E0
1.921657574E1,-9.391828626E-2,1.351944804E-1,9.801001549E0,9.802383871E0
1.921903929E1,-9.870393574E-2,1.256231815E-1,9.801001549E0,9.802303556E0
1.922150278E1,-9.391828626E-2,1.208375469E-1,9.791430473E0,9.792626464E0
1.922396627E1,-8.913264424E-2,1.256231815E-1,9.805787086E0,9.806996798E0
1.922642976E1,-1.178465188E-1,1.304088384E-1,9.796216011E0,9.797792731E0
1.922889325E1,-9.870393574E-2,1.304088384E-1,9.796216011E0,9.797581185E0
1.923135679E1,-9.391828626E-2,1.208375469E-1,9.791430473E0,9.792626464E0
1.923382028E1,-9.391828626E-2,1.256231815E-1,9.801001549E0,9.802256535E0
1.923628377E1,-9.870393574E-2,1.351944804E-1,9.796216011E0,9.797646051E0
1.923874726E1,-1.034895778E-1,1.256231815E-1,9.786644936E0,9.787998282E0
1.924121074E1,-8.434699476E-2,1.351944804E-1,9.791430473E0,9.792727030E0
1.924367424E1,-8.913264424E-2,1.304088384E-1,9.791430473E0,9.792704520E0
1.924613778E1,-8.434699476E-2,1.160518974E-1,9.796216011E0,9.797266486E0
1.924860127E1,-1.034895778E-1,1.304088384E-1,9.796216011E0,9.797630565E0
1.925106476E1,-9.391828626E-2,1.453639716E-1,9.810572624E0,9.812098988E0
1.925352825E1,-9.391828626E-2,1.256231815E-1,9.810572624E0,9.811826387E0
1.925599174E1,-9.391828626E-2,1.208375469E-1,9.810572624E0,9.811766282E0
1.925845522E1,-9.391828626E-2,1.351944804E-1,9.796216011E0,9.797599008E0
1.926091871E1,-9.391828626E-2,1.351944804E-1,9.777072906E0,9.778458611E0
1.926338226E1,-1.082752272E-1,1.351944804E-1,9.796216011E0,9.797747150E0
1.926584574E1,-8.913264424E-2,1.351944804E-1,9.796216011E0,9.797554303E0
1.926830924E1,-8.434699476E-2,1.351944804E-1,9.796216011E0,9.797511934E0
1.927077272E1,-8.913264424E-2,1.304088384E-1,9.805787086E0,9.807059268E0
1.927323621E1,-9.870393574E-2,1.160518974E-1,9.801001549E0,9.802185566E0
1.927569976E1,-9.870393574E-2,1.351944804E-1,9.796216011E0,9.797646051E0
1.927816325E1,-8.434699476E-2,1.208375469E-1,9.810572624E0,9.811679333E0
1.928062674E1,-7.956135273E-2,1.208375469E-1,9.791430473E0,9.792499295E0
1.928309022E1,-9.870393574E-2,1.256231815E-1,9.810572624E0,9.811873362E0
1.928555371E1,-8.434699476E-2,1.351944804E-1,9.805787086E0,9.807081745E0
1.928801720E1,-9.391828626E-2,1.208375469E-1,9.791430473E0,9.792626464E0
1.929048074E1,-8.913264424E-2,1.304088384E-1,9.796216011E0,9.797489435E0
1.929294424E1,-1.082752272E-1,1.256231815E-1,9.801001549E0,9.802404606E0
1.929540772E1,-8.913264424E-2,1.160518974E-1,9.796216011E0,9.797308855E0
1.929787121E1,-8.913264424E-2,1.256231815E-1,9.777072906E0,9.778286170E0
1.930033470E1,-8.913264424E-2,1.399801224E-1,9.796216011E0,9.797621507E0
1.930279819E1,-7.956135273E-2,1.351944804E-1,9.786644936E0,9.787902056E0
1.930526174E1,-8.913264424E-2,1.256231815E-1,9.796216011E0,9.797426904E0
1.930772522E1,-8.913264424E-2,1.256231815E-1,9.805787086E0,9.806996798E0
1.931018871E1,-8.434699476E-2,1.351944804E-1,9.801001549E0,9.802296839E0
1.931265220E1,-9.391828626E-2,1.304088384E-1,9.805787086E0,9.807103930E0
1.931511569E1,-1.034895778E-1,1.351944804E-1,9.796216011E0,9.797695432E0
1.931757918E1,-8.434699476E-2,1.208375469E-1,9.796216011E0,9.797324342E0
1.932004272E1,-9.870393574E-2,1.064806059E-1,9.796216011E0,9.797291908E0
1.932250621E1,-9.391828626E-2,1.208375469E-1,9.796216011E0,9.797411418E0
1.932496970E1,-8.913264424E-2,1.304088384E-1,9.801001549E0,9.802274351E0
1.932743319E1,-9.870393574E-2,1.351944804E-1,9.801001549E0,9.802430891E0
1.932989668E1,-1.034895778E-1,1.453639716E-1,9.801001549E0,9.802625778E0
1.933236017E1,-8.913264424E-2,1.351944804E-1,9.786644936E0,9.787984536E0
1.933482371E1,-9.870393574E-2,1.256231815E-1,9.805787086E0,9.807088459E0
1.933728720E1,-1.082752272E-1,1.208375469E-1,9.796216011E0,9.797559562E0
1.933975069E1,-8.913264424E-2,1.304088384E-1,9.791430473E0,9.792704520E0
1.934221418E1,-9.391828626E-2,1.208375469E-1,9.786644936E0,9.787841511E0
1.934467767E1,-8.913264424E-2,1.256231815E-1,9.796216011E0,9.797426904E0
1.934714116E1,-9.391828626E-2,1.351944804E-1,9.805787086E0,9.807168734E0
1.934960470E1,-9.870393574E-2,1.351944804E-1,9.801001549E0,9.802430891E0
1.935206819E1,-1.034895778E-1,1.304088384E-1,9.810572624E0,9.811985109E0
1.935453168E1,-8.913264424E-2,1.399801224E-1,9.791430473E0,9.792836656E0
1.935699517E1,-9.391828626E-2,1.256231815E-1,9.801001549E0,9.802256535E0
1.935945866E1,-8.913264424E-2,1.112662554E-1,9.786644936E0,9.787683276E0
1.936192215E1,-9.391828626E-2,1.160518974E-1,9.805787086E0,9.806923527E0
1.936438569E1,-9.391828626E-2,1.304088384E-1,9.801001549E0,9.802319035E0
1.936684918E1,-9.870393574E-2,1.304088384E-1,9.805787086E0,9.807150928E0
1.936931267E1,-9.391828626E-2,1.256231815E-1,9.796216011E0,9.797471611E0
1.937177616E1,-8.913264424E-2,1.208375469E-1,9.796216011E0,9.797366711E0
1.937423965E1,-8.913264424E-2,1.304088384E-1,9.796216011E0,9.797489435E0
1.937670314E1,-9.391828626E-2,1.351944804E-1,9.810572624E0,9.811953598E0
1.937916668E1,-7.956135273E-2,1.256231815E-1,9.786644936E0,9.787774532E0
1.938163017E1,-8.434699476E-2,1.304088384E-1,9.796216011E0,9.797447066E0
1.938409366E1,-7.956135273E-2,1.399801224E-1,9.786644936E0,9.787969327E0
1.938655715E1,-8.434699476E-2,1.208375469E-1,9.791430473E0,9.792539346E0
1.938902064E1,-9.870393574E-2,1.351944804E-1,9.791430473E0,9.792861213E0
1.939148413E1,-9.391828626E-2,1.304088384E-1,9.810572624E0,9.811888826E0
1.939394767E1,-8.913264424E-2,1.304088384E-1,9.805787086E0,9.807059268E0
1.939641116E1,-8.913264424E-2,1.351944804E-1,9.801001549E0,9.802339187E0
1.939887465E1,-9.870393574E-2,1.399801224E-1,9.781859398E0,9.783358839E0
1.940133814E1,-9.870393574E-2,1.208375469E-1,9.801001549E0,9.802243393E0
1.940380163E1,-9.870393574E-2,1.399801224E-1,9.805787086E0,9.807282870E0
1.940626512E1,-7.956135273E-2,1.399801224E-1,9.805787086E0,9.807108892E0
1.940872866E1,-9.391828626E-2,1.399801224E-1,9.805787086E0,9.807235873E0
1.941119215E1,-7.956135273E-2,1.256231815E-1,9.796216011E0,9.797344504E0
1.941365564E1,-9.391828626E-2,1.304088384E-1,9.805787086E0,9.807103930E0
1.941611913E1,-9.391828626E-2,1.351944804E-1,9.791430473E0,9.792814146E0
1.941858262E1,-1.034895778E-1,1.304088384E-1,9.777072906E0,9.778490230E0
1.942104611E1,-8.913264424E-2,1.399801224E-1,9.801001549E0,9.802406359E0
1.942350965E1,-8.913264424E-2,1.160518974E-1,9.805787086E0,9.806878864E0
1.942597314E1,-8.913264424E-2,1.208375469E-1,9.810572624E0,9.811721641E0
1.942843663E1,-8.913264424E-2,1.351944804E-1,9.801001549E0,9.802339187E0
1.943090012E1,-9.870393574E-2,1.208375469E-1,9.791430473E0,9.792673531E0
1.943336361E1,-8.913264424E-2,1.304088384E-1,9.801001549E0,9.802274351E0
1.943582710E1,-8.913264424E-2,1.256231815E-1,9.801001549E0,9.802211851E0
1.943829064E1,-1.034895778E-1,1.256231815E-1,9.801001549E0,9.802352913E0
1.944075413E1,-7.956135273E-2,1.399801224E-1,9.791430473E0,9.792754217E0
1.944321762E1,-9.870393574E-2,1.399801224E-1,9.801001549E0,9.802498062E0
1.944568111E1,-9.870393574E-2,1.351944804E-1,9.801001549E0,9.802430891E0
1.944814460E1,-8.434699476E-2,1.304088384E-1,9.786644936E0,9.787877195E0
1.945060809E1,-8.913264424E-2,1.351944804E-1,9.777072906E0,9.778413818E0
1.945307163E1,-9.870393574E-2,1.399801224E-1,9.791430473E0,9.792928449E0
1.945553512E1,-8.913264424E-2,1.208375469E-1,9.805787086E0,9.806936664E0
1.945799861E1,-1.082752272E-1,1.256231815E-1,9.791430473E0,9.792834902E0
1.946046210E1,-1.082752272E-1,1.208375469E-1,9.801001549E0,9.802344444E0
1.946292559E1,-8.913264424E-2,1.351944804E-1,9.801001549E0,9.802339187E0
1.946538908E1,-7.956135273E-2,1.304088384E-1,9.791430473E0,9.792622079E0
1.946785262E1,-9.870393574E-2,1.208375469E-1,9.796216011E0,9.797458462E0
1.947031611E1,-9.870393574E-2,1.351944804E-1,9.796216011E0,9.797646051E0
1.947277960E1,-8.913264424E-2,1.399801224E-1,9.786644936E0,9.788051806E0
1.947524309E1,-9.391828626E-2,1.160518974E-1,9.791430473E0,9.792568580E0
1.947770658E1,-1.034895778E-1,1.208375469E-1,9.796216011E0,9.797507843E0
1.948017007E1,-8.913264424E-2,1.208375469E-1,9.810572624E0,9.811721641E0
1.948263361E1,-8.913264424E-2,1.399801224E-1,9.791430473E0,9.792836656E0
1.948509710E1,-8.913264424E-2,1.453639716E-1,9.796216011E0,9.797699906E0
1.948756059E1,-9.870393574E-2,1.351944804E-1,9.796216011E0,9.797646051E0
1.949002408E1,-8.434699476E-2,1.208375469E-1,9.801001549E0,9.802109339E0
1.949248757E1,-7.956135273E-2,1.160518974E-1,9.791430473E0,9.792441410E0
1.949495106E1,-9.870393574E-2,1.256231815E-1,9.796216011E0,9.797518655E0
1.949741460E1,-9.870393574E-2,1.208375469E-1,9.791430473E0,9.792673531E0
1.949987809E1,-8.434699476E-2,1.256231815E-1,9.805787086E0,9.806954470E0
1.950234158E1,-7.477571070E-2,1.256231815E-1,9.796216011E0,9.797306810E0
1.950480507E1,-9.391828626E-2,1.256231815E-1,9.801001549E0,9.802256535E0
1.950726856E1,-1.034895778E-1,1.256231815E-1,9.791430473E0,9.792783159E0
1.950973205E1,-9.391828626E-2,1.208375469E-1,9.796216011E0,9.797411418E0
1.951219559E1,-9.870393574E-2,1.501496136E-1,9.796216011E0,9.797863824E0
1.951465908E1,-8.913264424E-2,1.351944804E-1,9.796216011E0,9.797554303E0
1.951712257E1,-1.130608693E-1,1.256231815E-1,9.801001549E0,9.802458636E0
1.951958606E1,-8.913264424E-2,1.399801224E-1,9.781859398E0,9.783266957E0
1.952204955E1,-8.913264424E-2,1.351944804E-1,9.786644936E0,9.787984536E0
1.952451304E1,-9.391828626E-2,1.453639716E-1,9.801001549E0,9.802529403E0
1.952697658E1,-1.082752272E-1,1.112662554E-1,9.786644936E0,9.787876317E0
1.952944007E1,-9.391828626E-2,1.256231815E-1,9.820143700E0,9.821396240E0
1.953190356E1,-9.391828626E-2,1.112662554E-1,9.801001549E0,9.802083053E0
1.953436705E1,-8.913264424E-2,1.256231815E-1,9.786644936E0,9.787857013E0
1.953683054E1,-7.956135273E-2,1.256231815E-1,9.796216011E0,9.797344504E0
1.953929403E1,-8.913264424E-2,1.208375469E-1,9.801001549E0,9.802151687E0
1.954175757E1,-9.870393574E-2,1.351944804E-1,9.810572624E0,9.812000572E0
1.954422106E1,-1.082752272E-1,1.351944804E-1,9.796216011E0,9.797747150E0
1.954668455E1,-9.391828626E-2,1.208375469E-1,9.796216011E0,9.797411418E0
1.954914804E1,-9.870393574E-2,1.256231815E-1,9.796216011E0,9.797518655E0
1.955161153E1,-9.870393574E-2,1.304088384E-1,9.805787086E0,9.807150928E0
1.955407502E1,-9.870393574E-2,1.399801224E-1,9.796216011E0,9.797713255E0
1.955653856E1,-9.870393574E-2,1.351944804E-1,9.815358162E0,9.816785414E0
1.955900205E1,-9.391828626E-2,1.453639716E-1,9.786644936E0,9.788175030E0
1.956146554E1,-1.034895778E-1,1.399801224E-1,9.791430473E0,9.792977854E0
